TRADENAME,ADDRESS,LICENCETYPES,COMDISTNM,JOBSTATUSDESC,JOBCREATED,longitude,latitude,location,Count,, 
BAY (THE),#1Y 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,07/23/1996 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
GATEWAY NEWSTANDS #517,#109 240 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,10/06/2008 12:00:00 AM,-114.067093951592,51.0499296523936,"(51.0499296523936, -114.067093951592)",1,,
LONDON DRUGS STORE #30,#1D 8330 MACLEOD TR SE,FOOD SERVICE - PREMISES (NO SEATING),ACADIA,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.069687928413,50.9786841621204,"(50.9786841621204, -114.069687928413)",1,,
PAPA JOHN'S PIZZA,#318 19489 SETON CR SE,FOOD SERVICE - PREMISES (NO SEATING),SETON,RENEWAL LICENSED,02/11/2014 12:00:00 AM,-113.957327774414,50.8811734889523,"(50.8811734889523, -113.957327774414)",1,,
CLUBHOUSE CONCESSIONS,3688 48 AV NE,FOOD SERVICE - PREMISES (NO SEATING),CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,03/13/2012 12:00:00 AM,-113.983492683045,51.0991837052769,"(51.0991837052769, -113.983492683045)",1,,
TRUNG-NGUYEN VIETNAMESE SUBS,#10 132 3 AV SE,FOOD SERVICE - PREMISES (NO SEATING),CHINATOWN,RENEWAL LICENSED,10/17/2002 12:00:00 AM,-114.060838435933,51.0505639513724,"(51.0505639513724, -114.060838435933)",1,,
MANARA BAKLAVA FACTORY,#103 2230 68 ST NE,FOOD SERVICE - PREMISES (NO SEATING),MONTEREY PARK,RENEWAL LICENSED,03/10/2006 12:00:00 AM,-113.934244844425,51.0708511271357,"(51.0708511271357, -113.934244844425)",1,,
ACADIA FOOD MART,#20 430 ACADIA DR SE,FOOD SERVICE - PREMISES (NO SEATING),ACADIA,RENEWAL LICENSED,03/12/2004 12:00:00 AM,-114.047896353252,50.9697573348134,"(50.9697573348134, -114.047896353252)",1,,
CANADIAN TIRE GAS BAR KIOSK,5404 DALTON DR NW,FOOD SERVICE - PREMISES (NO SEATING),DALHOUSIE,RENEWAL LICENSED,12/05/2000 12:00:00 AM,-114.148687102046,51.1008419680966,"(51.1008419680966, -114.148687102046)",1,,
SPARKS CAFE,#70 2638 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES (NO SEATING),STONEGATE LANDING,LICENSED,01/24/2017 12:00:00 AM,-113.995160872915,51.1549409022366,"(51.1549409022366, -113.995160872915)",1,,
7 ELEVEN FOOD STORE #22389,#13 4527 8 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.969199909285,51.0443493017398,"(51.0443493017398, -113.969199909285)",1,,
1858280 ALBERTA / MARBLE SLAB CREAMERY,#106 338 ASPEN GLEN LD SW,FOOD SERVICE - PREMISES (NO SEATING),ASPEN WOODS,RENEWAL LICENSED,01/15/2015 12:00:00 AM,-114.208558560002,51.0398743519023,"(51.0398743519023, -114.208558560002)",1,,
CALGARY COMMUNITY THEATRE,375 BERMUDA DR NW,FOOD SERVICE - PREMISES (NO SEATING),BEDDINGTON HEIGHTS,RENEWAL LICENSED,11/05/2013 12:00:00 AM,-114.085222410453,51.1316675587153,"(51.1316675587153, -114.085222410453)",1,,
TACO TIME,#3F 200 BARCLAY PR SW,FOOD SERVICE - PREMISES (NO SEATING),EAU CLAIRE,RENEWAL LICENSED,01/18/2005 12:00:00 AM,-114.068443859948,51.0526580520094,"(51.0526580520094, -114.068443859948)",1,,
ARBY'S RESTAURANT,#111F 2525 36 ST NE,FOOD SERVICE - PREMISES (NO SEATING),SUNRIDGE,RENEWAL LICENSED,12/04/2015 12:00:00 AM,-113.985683366276,51.0741886674399,"(51.0741886674399, -113.985683366276)",1,,
EAST CALGARY GENERAL STORE,746 5 ST SE,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN EAST VILLAGE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.050126273164,51.0454399374921,"(51.0454399374921, -114.050126273164)",1,,
BELA FOOD STORE,#301 7248 OGDEN RD SE,FOOD SERVICE - PREMISES (NO SEATING),OGDEN,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.998237571932,50.9871320996989,"(50.9871320996989, -113.998237571932)",1,,
MADE FOODS,#110 101 3 ST SW,FOOD SERVICE - PREMISES (NO SEATING),EAU CLAIRE,RENEWAL LICENSED,03/23/2016 12:00:00 AM,-114.070753698116,51.0527380803708,"(51.0527380803708, -114.070753698116)",1,,
LATIN AMERICAN EMPANADAS,1832B 36 ST SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,02/03/2016 12:00:00 AM,-113.981034006051,51.0366428451938,"(51.0366428451938, -113.981034006051)",1,,
7 ELEVEN FOOD STORE #14818,2901 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),KILLARNEY/GLENGARRY,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.128570492505,51.0375190243704,"(51.0375190243704, -114.128570492505)",1,,
7 ELEVEN FOOD STORE #26093,5320 8 AV SE,FOOD SERVICE - PREMISES (NO SEATING),PENBROOKE MEADOWS,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.956733567258,51.0457174978763,"(51.0457174978763, -113.956733567258)",1,,
PEARL HOUSE CAFE,#142 328 CENTRE ST SE,FOOD SERVICE - PREMISES (NO SEATING),CHINATOWN,RENEWAL LICENSED,01/29/2010 12:00:00 AM,-114.06173560558,51.0495683812247,"(51.0495683812247, -114.06173560558)",1,,
ROCKY MOUNTAIN BBQ,#321 5303 68 AV SE,FOOD SERVICE - PREMISES (NO SEATING),GREAT PLAINS,RENEWAL LICENSED,03/17/2016 12:00:00 AM,-113.957379825582,50.9930830195202,"(50.9930830195202, -113.957379825582)",1,,
MADE FOODS,#407 333 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (NO SEATING),SHAWNESSY,LICENSED,06/01/2016 12:00:00 AM,-114.064565717009,50.8973319997527,"(50.8973319997527, -114.064565717009)",1,,
COBS BREAD (MARDA LOOP),3433 22 ST SW,FOOD SERVICE - PREMISES (NO SEATING),SOUTH CALGARY,RENEWAL LICENSED,02/04/2016 12:00:00 AM,-114.114848749742,51.0234258517581,"(51.0234258517581, -114.114848749742)",1,,
THREE BROTHERS PIZZA,#6 135 WHITEFIELD DR NE,FOOD SERVICE - PREMISES (NO SEATING),WHITEHORN,RENEWAL LICENSED,03/27/2015 12:00:00 AM,-113.980686164519,51.0879358580423,"(51.0879358580423, -113.980686164519)",1,,
SILVER WOK,#70 5111 NORTHLAND DR NW,FOOD SERVICE - PREMISES (NO SEATING),BRENTWOOD,RENEWAL LICENSED,04/27/2012 12:00:00 AM,-114.143984028969,51.0984472261554,"(51.0984472261554, -114.143984028969)",1,,
WHEAT,#3 2220 20 AV NW,FOOD SERVICE - PREMISES (NO SEATING),BANFF TRAIL,RENEWAL LICENSED,11/26/2015 12:00:00 AM,-114.111153439558,51.0704939447956,"(51.0704939447956, -114.111153439558)",1,,
DOMINOS PIZZA,#140 30 SPRINGBOROUGH BV SW,FOOD SERVICE - PREMISES (NO SEATING),SPRINGBANK HILL,RENEWAL LICENSED,12/14/2009 12:00:00 AM,-114.191407787588,51.034560959372,"(51.034560959372, -114.191407787588)",1,,
MADE FOODS,43 CROWFOOT TC NW,FOOD SERVICE - PREMISES (NO SEATING),ARBOUR LAKE,RENEWAL LICENSED,12/01/2015 12:00:00 AM,-114.200542925258,51.126978693416,"(51.126978693416, -114.200542925258)",1,,
SAMSON'S HEALTH & FITNESS SHOP,1110 4 ST SW,FOOD SERVICE - PREMISES (NO SEATING),BELTLINE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.071186871712,51.0423147151706,"(51.0423147151706, -114.071186871712)",1,,
DOMINO'S PIZZA #10100,3214 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),SHAGANAPPI,RENEWAL LICENSED,07/31/2007 12:00:00 AM,-114.133371089765,51.0381173678991,"(51.0381173678991, -114.133371089765)",1,,
PIZZA BANK,#185E 1600 90 AV SW,FOOD SERVICE - PREMISES (NO SEATING),BAYVIEW,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.099232257388,50.9734870891582,"(50.9734870891582, -114.099232257388)",1,,
GOBI GRILL,#1312 3800 MEMORIAL DR NE,FOOD SERVICE - PREMISES (NO SEATING),MARLBOROUGH,RENEWAL LICENSED,01/29/2008 12:00:00 AM,-113.979156540166,51.0556801155426,"(51.0556801155426, -113.979156540166)",1,,
BOOSTER JUICE STOCK EXCHANGE TOWER,#210 300 5 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,01/31/2012 12:00:00 AM,-114.068310131867,51.0488338400624,"(51.0488338400624, -114.068310131867)",1,,
VISIONARY CATERING,2611 3 AV SE,FOOD SERVICE - PREMISES (NO SEATING),MERIDIAN,LICENSED,01/26/2017 12:00:00 AM,-113.999026537176,51.0466199451149,"(51.0466199451149, -113.999026537176)",1,,
FLYING PIZZA 73,#109 600 SADDLETOWNE CI NE,FOOD SERVICE - PREMISES (NO SEATING),SADDLE RIDGE,RENEWAL LICENSED,01/12/2006 12:00:00 AM,-113.945180322562,51.1258643370995,"(51.1258643370995, -113.945180322562)",1,,
BOOSTER JUICE,#115B 2525 36 ST NE,FOOD SERVICE - PREMISES (NO SEATING),SUNRIDGE,RENEWAL LICENSED,02/29/2016 12:00:00 AM,-113.985683366276,51.0741886674399,"(51.0741886674399, -113.985683366276)",1,,
A & W - EATON'S CENTRE,#433 751 3 ST SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,EXPIRED,03/12/2003 12:00:00 AM,-114.070930647611,51.0462295329443,"(51.0462295329443, -114.070930647611)",1,,
PANAGO,#319 4820 NORTHLAND DR NW,FOOD SERVICE - PREMISES (NO SEATING),BRENTWOOD,RENEWAL LICENSED,04/21/2002 12:00:00 AM,-114.140093888166,51.0952750929096,"(51.0952750929096, -114.140093888166)",1,,
CINNZEO,#219C 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,04/09/2015 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
JUGO JUICE,11950 COUNTRY VILLAGE LI NE,FOOD SERVICE - PREMISES (NO SEATING),COUNTRY HILLS VILLAGE,RENEWAL LICENSED,04/29/2014 12:00:00 AM,-114.065520037086,51.1595208178723,"(51.1595208178723, -114.065520037086)",1,,
PETITE CUISINE,#16F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,04/28/2000 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
OPA OF GREECE,#359 315 8 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/01/2015 12:00:00 AM,-114.069011476438,51.0452428154046,"(51.0452428154046, -114.069011476438)",1,,
SHOPPERS DRUG MART #358,#7L 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,06/14/2001 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
WINNERS APPAREL - STORE #239,3351 20 AV NE,FOOD SERVICE - PREMISES (NO SEATING),SUNRIDGE,RENEWAL LICENSED,04/26/1996 12:00:00 AM,-113.987100010115,51.0701926820297,"(51.0701926820297, -113.987100010115)",1,,
WENDY'S RESTAURANT,#208 420 2 ST SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,01/16/1996 12:00:00 AM,-114.066618806678,51.0489287859163,"(51.0489287859163, -114.066618806678)",1,,
DAIRY QUEEN,#10F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,05/11/2000 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
RUSSIAN DELI,7515 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),KINGSLAND,RENEWAL LICENSED,07/03/2012 12:00:00 AM,-114.072435122083,50.9862649126075,"(50.9862649126075, -114.072435122083)",1,,
ORANGE JULIUS,#27A 1200 37 ST SW,FOOD SERVICE - PREMISES (NO SEATING),ROSSCARROCK,RENEWAL LICENSED,04/05/2007 12:00:00 AM,-114.139783334929,51.0422406294626,"(51.0422406294626, -114.139783334929)",1,,
EDO JAPAN,#2JA 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,RENEWAL LICENSED,04/19/2016 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
WAVE'S COFFEE HOUSE,#205 400 5 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/27/2010 12:00:00 AM,-114.0706115043,51.0488825739618,"(51.0488825739618, -114.0706115043)",1,,
900 DEGREE PIZZA,2829 14 ST SW,FOOD SERVICE - PREMISES (NO SEATING),SOUTH CALGARY,RENEWAL LICENSED,01/14/2014 12:00:00 AM,-114.094983895697,51.0288619745765,"(51.0288619745765, -114.094983895697)",1,,
PANAGO PIZZA,35 CROWFOOT TC NW,FOOD SERVICE - PREMISES (NO SEATING),ARBOUR LAKE,RENEWAL LICENSED,11/23/2009 12:00:00 AM,-114.200542925258,51.126978693416,"(51.126978693416, -114.200542925258)",1,,
NEW YORK FRIES,#2F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,04/28/2000 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
YONGXING BBQ HOUSE,#183C 1623 CENTRE ST NW,FOOD SERVICE - PREMISES (NO SEATING),CRESCENT HEIGHTS,RENEWAL LICENSED,04/05/2016 12:00:00 AM,-114.063494250747,51.0664575810187,"(51.0664575810187, -114.063494250747)",1,,
NEIGHBOUR COFFEE,4038 16 ST SW,FOOD SERVICE - PREMISES (NO SEATING),ALTADORE,LICENSED,01/27/2017 12:00:00 AM,-114.100084094316,51.0183669255542,"(51.0183669255542, -114.100084094316)",1,,
AFC SUSHI,4940 RICHMOND RD SW,FOOD SERVICE - PREMISES (NO SEATING),GLENBROOK,RENEWAL LICENSED,05/12/2005 12:00:00 AM,-114.158743864822,51.019058068334,"(51.019058068334, -114.158743864822)",1,,
BOOSTER JUICE,#109 333 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (NO SEATING),SHAWNESSY,RENEWAL LICENSED,02/04/2011 12:00:00 AM,-114.064565717009,50.8973319997527,"(50.8973319997527, -114.064565717009)",1,,
WAI'S BBQ HOUSE,#201 114 3 AV SW,FOOD SERVICE - PREMISES (NO SEATING),CHINATOWN,RENEWAL LICENSED,04/18/2011 12:00:00 AM,-114.063516218677,51.0506103117946,"(51.0506103117946, -114.063516218677)",1,,
INTERNATIONAL GIFT SHOP,220 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,03/29/1996 12:00:00 AM,-114.066516041037,51.0499394632639,"(51.0499394632639, -114.066516041037)",1,,
B B Q EXPRESS,1403 CENTRE ST NW,FOOD SERVICE - PREMISES (NO SEATING),CRESCENT HEIGHTS,EXPIRED,12/09/1999 12:00:00 AM,-114.063058960313,51.0646173360702,"(51.0646173360702, -114.063058960313)",1,,
CHACHI'S,#12J 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,LICENSED,03/20/2017 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
VEG IN,215 6 AV SE,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,02/22/2016 12:00:00 AM,-114.058796980618,51.0470418188934,"(51.0470418188934, -114.058796980618)",1,,
SAUGE DONAIR AND SHAWRMA CORPORATION,1918 37 ST SW,FOOD SERVICE - PREMISES (NO SEATING),KILLARNEY/GLENGARRY,LICENSED,03/30/2017 12:00:00 AM,-114.140757166411,51.0371364765154,"(51.0371364765154, -114.140757166411)",1,,
BLUE BOTTLE PHARMACY,148 17 AV NE,FOOD SERVICE - PREMISES (NO SEATING),TUXEDO PARK,RENEWAL LICENSED,10/02/2001 12:00:00 AM,-114.060254246372,51.0681479471112,"(51.0681479471112, -114.060254246372)",1,,
OLYMPIC BILLIARDS,1312 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),BELTLINE,RENEWAL LICENSED,01/10/1995 12:00:00 AM,-114.092371144785,51.038143632518,"(51.038143632518, -114.092371144785)",1,,
TONG KY BBQ,4301 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,03/28/2001 12:00:00 AM,-113.97256840855,51.0375808214926,"(51.0375808214926, -113.97256840855)",1,,
SUBWAY SANDWICHES,#270G 605 5 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,03/05/2002 12:00:00 AM,-114.074498993955,51.0484388927784,"(51.0484388927784, -114.074498993955)",1,,
DEEP & SQUARE PIZZA,#50 7930 BOWNESS RD NW,FOOD SERVICE - PREMISES (NO SEATING),BOWNESS,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.200324463992,51.0900524554701,"(51.0900524554701, -114.200324463992)",1,,
SAUCY BREAD COMPANY,#224 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,01/07/2010 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
GINGER BEEF EXPRESS,#108 6490 OLD BANFF COACH RD SW,FOOD SERVICE - PREMISES (NO SEATING),PATTERSON,RENEWAL LICENSED,04/26/2012 12:00:00 AM,-114.180931016861,51.0610920506495,"(51.0610920506495, -114.180931016861)",1,,
CENTENNIAL FOODSERVICE,#132 2880 45 AV SE,FOOD SERVICE - PREMISES (NO SEATING),VALLEYFIELD,RENEWAL LICENSED,03/10/2014 12:00:00 AM,-113.990840282681,51.0135393954542,"(51.0135393954542, -113.990840282681)",1,,
CENTEX (FOREST LAWN),2105 52 ST SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN INDUSTRIAL,RENEWAL LICENSED,08/21/2002 12:00:00 AM,-113.958901560509,51.0346469185768,"(51.0346469185768, -113.958901560509)",1,,
MAYFAIR PHARMACY,#128 6707 ELBOW DR SW,FOOD SERVICE - PREMISES (NO SEATING),KELVIN GROVE,RENEWAL LICENSED,03/01/2010 12:00:00 AM,-114.084308761117,50.9934662660466,"(50.9934662660466, -114.084308761117)",1,,
JUGO JUICE,2225 MACLEOD TR SE,FOOD SERVICE - PREMISES (NO SEATING),ERLTON,RENEWAL LICENSED,04/11/2016 12:00:00 AM,-114.063662330569,51.0344512823432,"(51.0344512823432, -114.063662330569)",1,,
CHICAGO DEEP DISH PIZZA,#35 555 HAWKWOOD BV NW,FOOD SERVICE - PREMISES (NO SEATING),HAWKWOOD,RENEWAL LICENSED,02/19/2009 12:00:00 AM,-114.177414127944,51.1293029690355,"(51.1293029690355, -114.177414127944)",1,,
JUGO JUICE,#5K 100 ANDERSON RD SE,FOOD SERVICE - PREMISES (NO SEATING),WILLOW PARK,RENEWAL LICENSED,03/23/2009 12:00:00 AM,-114.066230364441,50.9526117047302,"(50.9526117047302, -114.066230364441)",1,,
TIM HORTONS,904 64 AV NW,FOOD SERVICE - PREMISES (NO SEATING),HUNTINGTON HILLS,RENEWAL LICENSED,02/27/2015 12:00:00 AM,-114.078431953185,51.11054174981,"(51.11054174981, -114.078431953185)",1,,
NOURISH SOUPWORKS,3513D 78 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOOTHILLS,RENEWAL LICENSED,11/21/2012 12:00:00 AM,-113.985349086709,50.9824743476954,"(50.9824743476954, -113.985349086709)",1,,
BOOSTER JUICE,#23 275 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (NO SEATING),SHAWNESSY,RENEWAL LICENSED,05/05/2011 12:00:00 AM,-114.068012020151,50.9014299364058,"(50.9014299364058, -114.068012020151)",1,,
MACEWANS MEATS,#12 9620 ELBOW DR SW,FOOD SERVICE - PREMISES (NO SEATING),HAYSBORO,RENEWAL LICENSED,05/01/2013 12:00:00 AM,-114.0839397309,50.9689775714018,"(50.9689775714018, -114.0839397309)",1,,
LITTLE CAESARS,#109 465 AVIATION RD NE,FOOD SERVICE - PREMISES (NO SEATING),CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,04/04/2016 12:00:00 AM,-114.030534549628,51.0973345716345,"(51.0973345716345, -114.030534549628)",1,,
YUGA,#120 8560 8A AV SW,FOOD SERVICE - PREMISES (NO SEATING),WEST SPRINGS,RENEWAL LICENSED,07/13/2015 12:00:00 AM,-114.210107035242,51.0617413031318,"(51.0617413031318, -114.210107035242)",1,,
LU'S CHINESE HERBS,#199 1518 CENTRE ST NE,FOOD SERVICE - PREMISES (NO SEATING),CRESCENT HEIGHTS,RENEWAL LICENSED,03/05/2008 12:00:00 AM,-114.061701082841,51.0656019269941,"(51.0656019269941, -114.061701082841)",1,,
JUGO JUICE - EATON CENTRE,#347 751 3 ST SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/07/2010 12:00:00 AM,-114.070930647611,51.0462295329443,"(51.0462295329443, -114.070930647611)",1,,
TIM HORTON'S,15150 MT MCKENZIE DR SE,FOOD SERVICE - PREMISES (NO SEATING),MCKENZIE LAKE,RENEWAL LICENSED,04/07/2014 12:00:00 AM,-113.980394935484,50.9168934591277,"(50.9168934591277, -113.980394935484)",1,,
EDO JAPAN,#116Z 4825 MOUNT ROYAL GA SW,FOOD SERVICE - PREMISES (NO SEATING),LINCOLN PARK,RENEWAL LICENSED,05/01/2014 12:00:00 AM,-114.132719767315,51.0126033546985,"(51.0126033546985, -114.132719767315)",1,,
ARBY'S RESTAURANT,#18F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,04/10/2000 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
PLAZA THEATRE,1133 KENSINGTON RD NW,FOOD SERVICE - PREMISES (NO SEATING),HILLHURST,RENEWAL LICENSED,05/30/2002 12:00:00 AM,-114.087907261759,51.0521970505601,"(51.0521970505601, -114.087907261759)",1,,
C A MINI BAKERY,3702 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),ROSSCARROCK,RENEWAL LICENSED,12/04/2012 12:00:00 AM,-114.13976752976,51.0385631040246,"(51.0385631040246, -114.13976752976)",1,,
GOOD EARTH CAFE AT ACH,28 OKI DR NW,FOOD SERVICE - PREMISES (NO SEATING),UNIVERSITY DISTRICT,RENEWAL LICENSED,03/25/2009 12:00:00 AM,-114.148446434832,51.0744153060021,"(51.0744153060021, -114.148446434832)",1,,
ANDARO'S PIZZA,#216 677 COUGAR RIDGE DR SW,FOOD SERVICE - PREMISES (NO SEATING),COUGAR RIDGE,RENEWAL LICENSED,03/16/2010 12:00:00 AM,-114.216327378343,51.0680705034726,"(51.0680705034726, -114.216327378343)",1,,
BANH MI SUB,3145 5 AV NE,FOOD SERVICE - PREMISES (NO SEATING),FRANKLIN,RENEWAL LICENSED,05/11/2016 12:00:00 AM,-113.98775059345,51.0565193695499,"(51.0565193695499, -113.98775059345)",1,,
URBAN RICE,#240E 112 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/05/2013 12:00:00 AM,-114.063689973671,51.0498278252348,"(51.0498278252348, -114.063689973671)",1,,
TIKI MING,#1809 1632 14 AV NW,FOOD SERVICE - PREMISES (NO SEATING),HOUNSFIELD HEIGHTS/BRIAR HILL,RENEWAL LICENSED,03/30/1998 12:00:00 AM,-114.09987597665,51.0659243415046,"(51.0659243415046, -114.09987597665)",1,,
PIZZA 73,#9 250 CROWFOOT CR NW,FOOD SERVICE - PREMISES (NO SEATING),ARBOUR LAKE,RENEWAL LICENSED,05/04/1999 12:00:00 AM,-114.198428172892,51.1289607918098,"(51.1289607918098, -114.198428172892)",1,,
GREAT CANADIAN PIZZA & FRIED CHICKEN,#205 151 COPPERPOND BV SE,FOOD SERVICE - PREMISES (NO SEATING),COPPERFIELD,RENEWAL LICENSED,01/10/2014 12:00:00 AM,-113.932294570293,50.924049715281,"(50.924049715281, -113.932294570293)",1,,
LA PREP,#297 402 COLLEGIATE BV NW,FOOD SERVICE - PREMISES (NO SEATING),UNIVERSITY HEIGHTS,RENEWAL LICENSED,04/10/2015 12:00:00 AM,-114.131715237588,51.0781825009678,"(51.0781825009678, -114.131715237588)",1,,
TACO TIME,#5F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,04/10/2000 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
SHEMS,#230 112 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,EXPIRED,04/18/2012 12:00:00 AM,-114.063689973671,51.0498278252348,"(51.0498278252348, -114.063689973671)",1,,
KOYA JAPAN,#435 751 3 ST SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,03/13/2013 12:00:00 AM,-114.070930647611,51.0462295329443,"(51.0462295329443, -114.070930647611)",1,,
COBS BREAD (SHAWNESSY),#122 70 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (NO SEATING),SHAWNESSY,RENEWAL LICENSED,03/12/2015 12:00:00 AM,-114.065702870307,50.9065584054716,"(50.9065584054716, -114.065702870307)",1,,
TOP OF THE MOUNTAIN FOODS,1235 26 AV SE,FOOD SERVICE - PREMISES (NO SEATING),ALYTH/BONNYBROOK,RENEWAL LICENSED,02/03/2015 12:00:00 AM,-114.035357593919,51.0300886940841,"(51.0300886940841, -114.035357593919)",1,,
A & W,#14F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,04/28/2000 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
LITTLE CAESARS PIZZA,#5 728 NORTHMOUNT DR NW,FOOD SERVICE - PREMISES (NO SEATING),ROSEMONT,RENEWAL LICENSED,03/26/2003 12:00:00 AM,-114.092434255393,51.0822989429621,"(51.0822989429621, -114.092434255393)",1,,
CITYSCAPE PIZZA,#112 3880 104 AV NE,FOOD SERVICE - PREMISES (NO SEATING),STONEY 3,LICENSED,09/22/2016 12:00:00 AM,-113.978187888201,51.1473705969837,"(51.1473705969837, -113.978187888201)",1,,
SOBEYS FOREST LAWN,5101 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN INDUSTRIAL,RENEWAL LICENSED,06/21/2007 12:00:00 AM,-113.960799553139,51.0372154981605,"(51.0372154981605, -113.960799553139)",1,,
