YOUR PRINT & COPY SOLUTION,245 6 AV SE,"(51.0470418188934, -114.058796980618)",,
MR CHARANEK BARBER SHOP,#162A 2525 36 ST NE,"(51.0741886674399, -113.985683366276)",,
SPORT CHEK #310,#6L 6455 MACLEOD TR SW,"(50.9979758797472, -114.0738360896)",,
VIVO,11950 COUNTRY VILLAGE LI NE,"(51.1595208178723, -114.065520037086)",,
YUMMY DIM SUM,#243 1623 CENTRE ST NW,"(51.0664575810187, -114.063494250747)",,
TAN DE SOLEIL,#1 400 CROWFOOT CR NW,"(51.1300070866276, -114.200788407767)",,
PHILS RESTAURANT & PANCAKE HOUSE,2312 16 AV NW,"(51.0673899330224, -114.114036884172)",,
MANOHAR VEGETARIAN BAKERY,#84 55 CASTLERIDGE BV NE,"(51.0985290237447, -113.961385671952)",,
ACCENTRIC SALON & SPA,#20A 2580 SOUTHLAND DR SW,"(50.9624670806425, -114.118496044306)",,
GRANITE FIBER OPTIC SUPPLY,4520 34A ST SE,"(51.0138268072227, -113.982313402497)",,
TUMEY'S SUBS & BUBS CONVENIENCE STORE,#120 5802 MACLEOD TR SW,"(51.0023513533327, -114.071171132508)",,
BARNETT ENGINEERING,#215 7710 5 ST SE,"(50.9856424201362, -114.048958122584)",,
TAO'S PIZZA STEAKHOUSE,915 6 AV SW,"(51.0476870886261, -114.08145515752)",,
ECO ENVIRONMENT PRODUCTS,419 MANITOU RD SE,"(51.0102028290198, -114.054047789981)",,
MAPLE LEAF FLOORING,4605 12 ST NE,"(51.0937777766814, -114.033941208924)",,
FRILLY LILLY CREEKSIDE,#19 12424 SYMONS VALLEY RD NW,"(51.1652248605542, -114.129182778225)",,
CENTRAL FESTIVE GIFT SHOP,#126 1623 CENTRE ST NW,"(51.0664575810187, -114.063494250747)",,
7 ELEVEN FOOD STORE #34680,#103 10 COPPERSTONE ST SE,"(50.9157410704627, -113.933551081572)",,
TRENA LAINE MAKE UP ARTIST,#101 736 1 AV NE,"(51.0534914684818, -114.046041262032)",,
BELOW THE BELT,#257 6455 MACLEOD TR SW,"(50.9979758797472, -114.0738360896)",,
LONG & MCQUADE,10 ROYAL VISTA DR NW,"(51.1513426076749, -114.206080659413)",,
WASH WORLD GROUP,#111 1919 27 AV NE,"(51.07632888279, -114.01351286028)",,
NORTHMOUNT DOLLAR STORE PLUS,#102 3400 14 ST NW,"(51.0825638248898, -114.094184396647)",,
JUICE SHOP (THE),1004 MACLEOD TR SE,"(51.0429089176036, -114.058035748552)",,
PURPLE JADE HAIR DESIGN,#106 3604 52 AV NW,"(51.1014603140261, -114.138667049167)",,
SITE RESOURCE GROUP,#1402 500 4 AV SW,"(51.0498748485243, -114.071939521128)",,
STARBUCKS COFFEE #4383,#330 5149 COUNTRY HILLS BV NW,"(51.1376691726989, -114.157513747874)",,
MINH FOODS & MEAT,#14 3200 14 AV NE,"(51.0658189755531, -113.988122712025)",,
FLEET SAFETY INTERNATIONAL,#119 4999 43 ST SE,"(51.0092757702496, -113.970960833456)",,
MCKENZIE MEADOWS GOLF CLUB,2400 MCKENZIE MEADOWS DR SE,"(50.897739231484, -113.999878492146)",,
TUK TUK THAI,636 17 AV SW,"(51.0380172862684, -114.07651590548)",,
CALGARY CO-OP #11,#15 1221 CANYON MEADOWS DR SE,"(50.9288802078052, -114.028867466536)",,
PELICAN PIER SEAFOOD BAR,#10 4404 14 ST NW,"(51.0913741652136, -114.094178204147)",,
CUMMINS WESTERN CANADA,4887 35 ST SE,"(51.0108765808717, -113.982476187888)",,
SHOPPERS DRUG MART,2067 33 AV SW,"(51.0237434313862, -114.10873499132)",,
REXALL/PHARMA PLUS PHARMACIES #7289,#2050 11300 TUSCANY BV NW,"(51.1247977022767, -114.248386288465)",,
AMEEN'S AUTO PARTS,4929 61 AV SE,"(50.9982750430732, -113.963317526227)",,
GREEN THUMBS,#501 7248 OGDEN RD SE,"(50.9871320996989, -113.998237571932)",,
KANTECH MOTORS,#107 3424 27 ST NE,"(51.0837389875965, -113.993906459046)",,
KNOXVILLE'S TAVERN,#C 840 9 AV SW,"(51.045383135169, -114.080917020232)",,
POSEIDON COATINGS,#8 2020 35 AV NE,"(51.0842630863647, -114.010299740377)",,
OLIVELLA EVENTS AND CATERING,1825 50 ST SE,"(51.0367105299505, -113.962371373015)",,
TIMELESS PAINTING,4046 96 AV SE,"(50.9673809582206, -113.981043165938)",,
CALGARY CO-OP #13,35 CROWFOOT WY NW,"(51.1235645343416, -114.200955217584)",,
ALBERTA PLAQUING,#4 2828 18 ST NE,"(51.0777953567187, -114.013752183273)",,
FRENCH MAID BIG EASY (THE),3064 32 ST NE,"(51.0798906939034, -113.987807562642)",,
TOMS HOUSE OF PIZZA,3908A 17 AV SE,"(51.0381868455263, -113.977997740955)",,
MARBLE SLAB CREAMERY,#623 130 COUNTRY VILLAGE RD NE,"(51.1609330924477, -114.065093955449)",,
TIM HORTONS,2705 36 ST SE,"(51.0303105117608, -113.982088817244)",,
DELIZIA'S PASTA,#14 5610 46 ST SE,"(51.0024227549522, -113.966434071163)",,
DEER VALLEY BARBER,#210 1221 CANYON MEADOWS DR SE,"(50.930626602103, -114.027859829638)",,
LAUNDER A PET,455 42 AV SE,"(51.0154622454773, -114.054347315007)",,
METRO FORD SALES,1111 9 AV SW,"(51.0449482361939, -114.086243362084)",,
CALGARY COURT CENTRE #63047,601 5 ST SW,"(51.0473070841158, -114.074497405853)",,
AARAN CUSTOM HOMES,#106 3770 WESTWINDS DR NE,"(51.1072949218752, -113.973846042025)",,
FOUNTAIN TIRE,44 INDUSTRY WY SE,"(50.9663243063568, -113.90150290639)",,
COSENTINO CANADA,#101 10301 19 ST NE,"(51.1458126882818, -114.014372588379)",,
SAIGON BISTRO,#250 9737 MACLEOD TR SW,"(50.9666543660517, -114.073633568238)",,
TEA POT CHINA BISTRO,#100 9650 HARVEST HILLS BV NE,"(51.1415619960745, -114.069501766988)",,
APARTMENT BUILDING,807 4 AV NW,"(51.0580345764689, -114.081672795112)",,
HAIRLOOM 85,2824 MORLEY TR NW,"(51.0786928831059, -114.113558400122)",,
ACCURATE STAMP & SEAL,4710 1 ST SW,"(51.010665755886, -114.064986045889)",,
ANDY'S SPORTSCARDS & COLLECTIBLES,10093 HIDDEN VALLEY DR NW,"(51.1471151546784, -114.106489645526)",,
SLEEK INDUSTRIES,#212 2835 23 ST NE,"(51.0780919600974, -114.006145449447)",,
CHALKS BILLIARDS,15160 BANNISTER RD SE,"(50.9181241504623, -114.067291832296)",,
NELLIE'S @ KENSINGTON DINER,#102 1414 KENSINGTON RD NW,"(51.0527998278413, -114.092693140139)",,
QUARKS,#342 100 ANDERSON RD SE,"(50.9526117047302, -114.066230364441)",,
J'KIDS PLACE,#408 11 MCKENZIE TOWNE AV SE,"(50.9164444389812, -113.961286215018)",,
BAMBOO GARDENS RESTAURANT,1603 18 ST NE,"(51.0657206404062, -114.016635163961)",,
ASSOCIATION OF UNITED UKRAINIAN CANADIANS,3316 28 AV SW,"(51.0287436688128, -114.134914379002)",,
BOW CLIFF SENIORS,#121 3375 SPRUCE DR SW,"(51.047390816775, -114.135820784751)",,
OAK TREE TAVERN,#2 124 10 ST NW,"(51.0528710387961, -114.085512794794)",,
BLUE MOON ACCESSORIES,#210 10816 MACLEOD TR SE,"(50.9565321342129, -114.069454477317)",,
SHAWARMA CASTLE AND COOKIE QUEEN,#104 2230 68 ST NE,"(51.0708511271357, -113.934244844425)",,
APOLLO MUFFLER/SPEEDY BRAKE CENTRES,203 58 AV SW,"(51.001029465522, -114.068505347257)",,
PRIMAL SCREEN APPAREL,#6 4412 MANILLA RD SE,"(51.0139724950171, -114.052352751155)",,
REID'S AUCTION CANADA,4646 BUILDERS RD SE,"(51.0117190260391, -114.059853527922)",,
BONAVISTA ESSO 2009,759 LAKE BONAVISTA DR SE,"(50.9422696848118, -114.047094600374)",,
CALGARY SHOE HOSPITAL,#C 112 8 AV SW,"(51.0458286000686, -114.063771129708)",,
DESMARAIS CABINETS,4634D 6A ST NE,"(51.094072875729, -114.04645313213)",,
LIFESPORT CALGARY,1110 GLADSTONE RD NW,"(51.0565440032153, -114.086763766817)",,
JD'S CONVENIENCE STORE,#1 9620 ELBOW DR SW,"(50.9689775714018, -114.0839397309)",,
GOODLIFE FITNESS,#100 140 8 AV SW,"(51.0458735636476, -114.065100769631)",,
CITY TILE DESIGN STUDIO/BALI & BEYOND,523 CLEVELAND CR SE,"(51.016553199401, -114.051146237307)",,
ALFREDO MARBLE & TILE (1966),6927 48 ST SE,"(50.9936930081028, -113.964884354102)",,
BOSTON PIZZA,10456 SOUTHPORT RD SW,"(50.9612509582266, -114.07233822844)",,
SINBAD'S EATERY & PUB,#8 6815 TEMPLE DR NE,"(51.0919967355755, -113.939111589575)",,
PALLISER SQUARE COMPLEX,125 9 AV SE,"(51.0441634065873, -114.061526973131)",,
WILD ROSE BREWERY,#15 5505 72 AV SE,"(50.9881241126045, -113.951595445417)",,
DOUGLASDALE BARBER SHOP,#38 20 DOUGLAS WOODS DR SE,"(50.9432450246524, -114.001564072396)",,
GOODY CARDS CAVE,#11B 200 BARCLAY PR SW,"(51.0526580520094, -114.068443859948)",,
O GAM FOOD,#108 6008 MACLEOD TR SW,"(50.9995466638657, -114.070641851634)",,
GERRY THOMAS GALLERY,#100 602 11 AV SW,"(51.0429761095432, -114.074714782802)",,
CALGARY PETROLEUM CLUB,319 5 AV SW,"(51.0482661678243, -114.068879372523)",,
MIDORI JAPANESE CAFE,1054 17 AV SW,"(51.0380772814978, -114.086376203591)",,
VITAMINS FIRST,#521 1851 SIROCCO DR SW,"(51.036461458549, -114.167897618973)",,
BLACK SWAN ALE HOUSE,10455 SOUTHPORT RD SW,"(50.9622561001477, -114.072836301759)",,
FOUNTAINS OF MISSION,222 25 AV SW,"(51.0307485442026, -114.068046398349)",,
WESTBURNE ELECTRIC SUPPLY A DIVISION OF REXEL CANADA ELECTRIC,#10 11133 40 ST SE,"(50.9551917216273, -113.977982690016)",,
GOODWILL INDUSTRIES OF ALBERTA,#10 1941 UXBRIDGE DR NW,"(51.0700190294574, -114.130847884752)",,
EVERGRO DIVISION,5018 68 AV SE,"(50.9949272079378, -113.962083792526)",,
FOUR POINTS SHERATON,8220 BOWRIDGE CR NW,"(51.0835241718752, -114.205944894532)",,
VVS JEWELLERS,#445 9737 MACLEOD TR SW,"(50.9666543660517, -114.073633568238)",,
WHITE PLAINS MANOR,2620 16 ST SW,"(51.0308031011105, -114.099160094977)",,
TRG FACILITY SOLUTIONS,#1 4210 16 ST SE,"(51.0162815049992, -114.021698406823)",,
OPEN ROAD MOTORS/243CARS,615 MANITOU RD SE,"(51.0098674999859, -114.051102929946)",,
COSTCO WHOLESALE,11588 SARCEE TR NW,"(51.1547863643715, -114.155307004717)",,
VINCE IZZO IMPORTS,410 23 AV NE,"(51.0735414468675, -114.055697108169)",,
NO FRILLS,#119 5401 TEMPLE DR NE,"(51.0851965014266, -113.956431629741)",,
CHICKEN ON THE WAY,27 MCKENZIE TOWNE AV SE,"(50.9161011838384, -113.959802387777)",,
AK MOTORS,4608 6A ST NE,"(51.0931714696685, -114.046388632293)",,
NORTHLAND VOLKSWAGEN,4849 NORTHLAND DR NW,"(51.0955078059871, -114.14216772963)",,
HUNGARIAN CANADIAN CULTURAL ASSOCIATION,231 FORGE RD SE,"(50.9933162924065, -114.060218049769)",,
TIM HORTONS #4825,539 17 AV SW,"(51.037650986505, -114.073749874711)",,
PUBLIC STORAGE,2140 23 ST NE,"(51.0710490265338, -114.003140508792)",,
MAMMOTH METAL,#5 920 28 ST NE,"(51.0606801458926, -113.992030729577)",,
HOLT RENFREW & CO,510 8 AV SW,"(51.0462776762706, -114.072154516359)",,
STRONGCO,7923 54 ST SE,"(50.9825245606181, -113.957015062778)",,
WHOLESALE AUTOS,148 CROWFOOT GA NW,"(51.1279074646617, -114.197078050287)",,
PANORAMA COURT,617 15 AV SW,"(51.0386185775114, -114.075819937972)",,
CEILI'S ON 4TH,351 4 AV SW,"(51.0492469043275, -114.069655524149)",,
LA BREZZA DELI,990 1 AV NE,"(51.0534022758415, -114.040676361408)",,
GREEN CHILI.CA,1434 17 AV SW,"(51.0380224382602, -114.095162198056)",,
AARON MACHINE SHOP,7008C 5 ST SE,"(50.9921293865574, -114.049670851218)",,
PROTECH DIAMOND TOOLS,#105 1626 115 AV NE,"(51.1581206352288, -114.023826321919)",,
TROPICAL ESCAPE RESTAURANT & SPORTS BAR,202 17 AV SE,"(51.0380032388383, -114.060779254893)",,
BENTO,#100 3633 WESTWINDS DR NE,"(51.1097253974553, -113.97167425316)",,
HARMONY LOGISTICS CANADA,1724 115 AV NE,"(51.1579194159182, -114.019778107952)",,
INDIGO SPIRIT #79,#159 317 7 AV SW,"(51.0461989649344, -114.069129045822)",,
APARTMENT BUILDING,2812 33 ST SW,"(51.0296073165142, -114.135095403399)",,
OUTDOOR LIGHTING COMPANY (THE),#14 4312 OGDEN RD SE,"(51.0148237748235, -114.01399940641)",,
FEAST OF INDIA,#10 5329 72 AV SE,"(50.9879292262934, -113.957244225468)",,
7 ELEVEN FOOD STORE #32169,7102 ELBOW DR SW,"(50.991115318492, -114.082611185639)",,
CREATIVE EDGE FLOWERS & GIFTS,#404 500 COUNTRY HILLS BV NE,"(51.1550141464457, -114.056482446465)",,
GREEN LINE HOSE & FITTINGS,623 MANITOU RD SE,"(51.0098932234916, -114.050102066514)",,
BOOGIES BURGERS,2129 33 AV SW,"(51.023769500256, -114.111212609005)",,
SKINCARE UNLIMITED,#112 7710 5 ST SE,"(50.9856424201362, -114.048958122584)",,
SPEEDY COLLISION,#303 11488 24 ST SE,"(50.954261583122, -113.998989358687)",,
SMARTSPACE TECHNOLOGIES,#10 6325 12 ST SE,"(50.996143852558, -114.036857850123)",,
POPEYE'S SUPPLEMENTS,#1 4623 BOW TR SW,"(51.0485627815906, -114.153441077078)",,
AAROHI,#E 1007 55 AV NE,"(51.1015432720754, -114.041089629451)",,
ACME STAMP & GRAPHICS,#7A 2316 27 AV NE,"(51.0774640232258, -114.006135877687)",,
GLENMORE COIN LAUNDRY AND DRY CLEANING,#10B 6624 CENTRE ST SE,"(50.9947914415103, -114.062736373462)",,
AGAPE AFRICAN STORE,#518 22 MIDLAKE BV SE,"(50.915289576221, -114.064956630654)",,
PROSTAR CLEANING,#17 2916 5 AV NE,"(51.0573527405528, -113.992010687128)",,
SEASONS OF BOWNESS PARK,8900 48 AV NW,"(51.0967573624084, -114.216556722091)",,
STEWART & STEVENSON CANADA,3005 SHEPARD PL SE,"(50.9668042680377, -113.988269774767)",,
ELITE SPORTS THERAPY,#228 2031 33 AV SW,"(51.0237434313862, -114.10873499132)",,
VENDOME CAFE,940 2 AV NW,"(51.055224879531, -114.083225933775)",,
TRAIL SQUASH & RACQUETBALL,409 9 AV NE,"(51.0603307641472, -114.054248234717)",,
BOWNESS VIETNAMESE RESTAURANT,#B 6433 BOWNESS RD NW,"(51.0861354293273, -114.18164294882)",,
SAFEWAY GAS BAR #288,#153C 1600 90 AV SW,"(50.9731544892799, -114.097122708226)",,
FLIP FACTORY,#1 4500 5 ST NE,"(51.0925589744532, -114.050471180011)",,
RENEWAL HOMEOPATHY AND WELLNESS,#150 4625 VARSITY DR NW,"(51.0922723306527, -114.153364166151)",,
KERBY ASSEMBLY,1133 7 AV SW,"(51.0469098986005, -114.087894086417)",,
P & S AUTO PARTS & SERVICE,#1 6728 36 ST NE,"(51.1123919384153, -113.980973218848)",,
CELEBRITY HAIR EXTENSION AND HAIR REPLACEMENT SALON,335 17 AV SW,"(51.0376464720634, -114.070294371119)",,
EARL'S RESTAURANT,1110 16 AV NW,"(51.0672258615855, -114.085830068048)",,
ONE! BRAND PARTNER,1047 26 ST NE,"(51.0611350424374, -113.996696716693)",,
EDO JAPAN,141B STEWART GR SW,"(51.0170463780141, -114.168794223253)",,
G S L CHEVROLET CADILLAC,1720 BOW TR SW,"(51.0463283247503, -114.101135821393)",,
MAX'S RESTAURANT,3575 20 AV NE,"(51.0690512677582, -113.984031685948)",,
PROVIDENCE CARE CENTRE,149 PROVIDENCE BV SE,"(50.9207046189033, -114.063588044215)",,
GUILDHALL,1222 9 AV SE,"(51.0419389755104, -114.035388027209)",,
SANTORINI GREEK TAVERNA,1502 CENTRE ST NE,"(51.0652486476262, -114.062222239311)",,
KENRON PHARMACY,#110 1011 GLENMORE TR SW,"(50.993567879598, -114.085441222404)",,
FLYING SQUIRREL CALGARY,#105 572 AERO DR NE,"(51.1349134571549, -114.034248091508)",,
SHOWCASE HOME THEATRE & AUTOMATION,3412 114 AV SE,"(50.9499802288206, -113.987856673468)",,
5 UNIT APARTMENT BUILDING,1520 CENTRE A ST NE,"(51.0660032342343, -114.060849154765)",,
MOUNT ROYAL SHELL,539 17 AV SW,"(51.037650986505, -114.073749874711)",,
BRIGDEN BLOCK,1413 11 ST SW,"(51.0395816015464, -114.089336569104)",,
UNICORN PUB (THE),223 8 AV SW,"(51.0453836371968, -114.066820259745)",,
SCULPTURAL DESIGN STUDIOS,237 39 AV NE,"(51.0875565952624, -114.057963647688)",,
KINJO SUSHI & GRILL,#4105 150 MILLRISE BV SW,"(50.9142528107957, -114.072203057381)",,
CHALLGLE CANADA,#8 3650 19 ST NE,"(51.0848815341021, -114.01095581267)",,
JUBILATIONS DINNER THEATRE & AUSSIE RULES FOOD HOUSE AND BAR - CROCODILE ROCK ROARING PIANOS,#20 1002 37 ST SW,"(51.0444082888053, -114.140510934618)",,
PRINTING HOUSE (THE),#167 317 7 AV SW,"(51.0461989649344, -114.069129045822)",,
TUTTI FRUTTI,858 16 AV SW,"(51.0383094003407, -114.080637635673)",,
HAYLEY INDUSTRIAL ELECTRONICS,4884 102 AV SE,"(50.9628803034375, -113.963798553078)",,
OSPREY EXCAVATING,3532 114 AV SE,"(50.9501609162879, -113.985992570921)",,
PRIME PIZZA & CHICKEN,#137 920 36 ST NE,"(51.0615942039576, -113.980814729849)",,
FOREMOST UNIVERSAL,8825 SHEPARD RD SE,"(50.9737983824103, -113.993761602499)",,
DESTINATION MATERNITY #4845,#303 7337 MACLEOD TR SW,"(50.9883102201611, -114.074112833557)",,
HE & SHE HAIRCUTTERS,#100 5858 SIGNAL HILL CE SW,"(51.0195324872452, -114.17433667154)",,
CHI FIT,7070B FARRELL RD SE,"(50.9912301410286, -114.054482227049)",,
VARSITY SHELL,#A 4645 VARSITY DR NW,"(51.0928966546912, -114.154225417477)",,
DN CALGARY NAILS & SPA,#125 3604 52 AV NW,"(51.1014603140261, -114.138667049167)",,
APARTMENT BUILDING,2123 5 ST SW,"(51.0338442284363, -114.074539968564)",,
LIGHTING & ELECTRICAL WHOLESALE,#5 6125 11 ST SE,"(50.9975396560771, -114.038450154797)",,
THANH DUNG JEWELLERY,3219 17 AV SE,"(51.0368641011714, -113.988758131555)",,
"PINOY SARISARI STORE, DELI AND BAKERY",3607 17 AV SE,"(51.0374239401976, -113.982620235351)",,
EMCOR DEVELOPMENT,7147 110 AV SE,"(50.9542220477762, -113.930766998528)",,
HOPEWELL DISTRIBUTION SERVICES,#117 5801 72 AV SE,"(50.9881684296507, -113.943863471048)",,
STARLIGHT NAILS & SPA,38 RIVERGLEN DR SE,"(50.9762871273666, -114.014413979282)",,
IMAGINE WIRELESS,#118 366 ASPEN GLEN LD SW,"(51.0400614226775, -114.209188668191)",,
HEALTH FLOW,#117 1330 15 AV SW,"(51.0396985238827, -114.093497190817)",,
GLOBE CINEMA,617 8 AV SW,"(51.0456240580235, -114.074999141508)",,
FRAME KING,#130 415 MONUMENT PL SE,"(51.0502508186952, -113.998029507675)",,
WESTHILLS CHIROPRACTIC CLINIC*,129 STEWART GR SW,"(51.0170463780141, -114.168794223253)",,
SHAGGY'S RUG UPHOLSTERY & FURNACE CLEANING / FLYER SHOP,#14 6320 11 ST SE,"(50.9961997036995, -114.037669133395)",,
CARRIAGE HOUSE*,9030 MACLEOD TR SE,"(50.9728260519631, -114.0699552241)",,
ENERUP HEALTH & LIFESTYLE,#10 2115 27 AV NE,"(51.0762273853776, -114.009854690648)",,
PETRO-CANADA SOUTH TRAIL,7603 MACLEOD TR SW,"(50.985492473943, -114.07264005697)",,
HI TEA,#B 312 CENTRE ST SE,"(51.0497691461714, -114.062424331215)",,
SIGMA BUILDING SOLUTIONS,6030 5 ST SE,"(50.9993644474915, -114.050498772585)",,
T & T JEWELLER'S,#104 8120 BEDDINGTON BV NW,"(51.1271438264879, -114.073541234901)",,
TEN THOUSAND VILLAGES,#20 8318 FAIRMOUNT DR SE,"(50.9787491799843, -114.05941250829)",,
SOBEY'S WEST 5085 SUSHI BAR,#2020 11300 TUSCANY BV NW,"(51.1247977022767, -114.248386288465)",,
YOUR DOLLAR STORE WITH MORE,#115 5005 DALHOUSIE DR NW,"(51.1058753817979, -114.161283164422)",,
TOP BRASS RESTAURANT & LOUNGE,#102 1725 32 AV NE,"(51.0805981764925, -114.016825869633)",,
STARBUCKS COFFEE #16971,#210 151 WALDEN GA SE,"(50.875169879866, -114.037185297701)",,
ADDITION-ELLE FASHION OUTLET #4534,#504 303 SHAWVILLE BV SE,"(50.9001465471235, -114.065470788092)",,
PACIFIC VETERINARY SALES,#101 5555 69 AV SE,"(50.9918824025218, -113.952719832901)",,
RICHMOND LAUNDROMAT,#490 5255 RICHMOND RD SW,"(51.0169195368323, -114.161445004637)",,
ALLURE HAIR STUDIO,3407 20 ST SW,"(51.0236903037081, -114.10971981204)",,
PETRO CANADA - OBCR,116 89 ST SW,"(51.0665922790217, -114.215964379526)",,
7 ELEVEN FOOD STORE #15482,5003 CENTRE ST NW,"(51.0963709838281, -114.063021926519)",,
MILLRISE SHELL,3 MILLRISE BV SW,"(50.9206879398234, -114.075901007333)",,
ONEWAY COMPTECH,#121 4909 17 AV SE,"(51.036716802393, -113.963487564266)",,
OUR MECHANIC,3927 3A ST NE,"(51.0881784765882, -114.053866859379)",,
CALGARY CO-OP WINES SPIRITS BEER - WESTON,#31 8 WESTON DR SW,"(51.0636512694142, -114.194455683191)",,
SOPHIE JEWELLERY & DIAMONDS,#913 2220 68 ST NE,"(51.0698382373602, -113.933023603281)",,
NATIONAL BOWL (LOWER LEVEL),341 10 AV SW,"(51.0432790917422, -114.070228769853)",,
PARTY CITY 2146,#4 9950 MACLEOD TR SE,"(50.9619286934918, -114.070401543705)",,
MORNING SUN HEALTH FOODS,5747 SIGNAL HILL CE SW,"(51.017380427326, -114.172252259814)",,
PALERMO FAMILY RESTAURANT,#122 790 COVENTRY DR NE,"(51.1580745759977, -114.043300317648)",,
WOODY'S BAR-B-Q,#120 920 36 ST NE,"(51.0615942039576, -113.980814729849)",,
JERUSALEM SHAWARMA,#43 8720 MACLEOD TR SE,"(50.9755112673396, -114.069537582887)",,
STATE & MAIN KITCHEN & BAR,601 8 AV SW,"(51.0455890161244, -114.074462623661)",,
CRAVINGS MARKET RESTAURANT,#101 7207 FAIRMOUNT DR SE,"(50.9891664552612, -114.064393782724)",,
WINDSOR PLACE,606 58 AV SW,"(51.0016155615536, -114.076860372863)",,
TECHNO METAL POST ALBERTA,#L 1007 55 AV NE,"(51.1015432720754, -114.041089629451)",,
COSTCO WHOLESALE,11588 SARCEE TR NW,"(51.1547863643715, -114.155307004717)",,
TIKI INTERNATIONAL,#2 624D BEAVER DAM RD NE,"(51.1013423544921, -114.049834013116)",,
ATLAS DENTAL LABORATORY,#211 5718 1A ST SW,"(51.003499736646, -114.066404857241)",,
INTERACTIVE HEALTH,#403 400 CROWFOOT CR NW,"(51.1300070866276, -114.200788407767)",,
OASIS POWERWASH,71 SKYLINE CR NE,"(51.0970710519747, -114.044851816817)",,
SPRING LIQUOR JUNCTION,3417 26 AV SW,"(51.029663385371, -114.13660522374)",,
CACTUS CLUB CAFE,2612 39 AV NE,"(51.0895647089991, -114.000716564657)",,
SEA WITCH INKPORIUM,#103 2323 32 AV NE,"(51.080518617509, -114.006373312736)",,
PINERIDGE COMMUNITY,6024 RUNDLEHORN DR NE,"(51.0715586668154, -113.945257557744)",,
H&L CONVENIENCE & FOOD STORE,#12 7930 BOWNESS RD NW,"(51.089579592931, -114.201071409281)",,
SOUTHGATE AUTOMOTIVE REPAIRS,#6 6304 BURBANK RD SE,"(50.9982851093778, -114.045532298821)",,
SIDE STREET PUB AND GRILL,1161 KENSINGTON CR NW,"(51.0519253893056, -114.089391124665)",,
MAMAK DANG MALAYSIAN,#18 132 3 AV SE,"(51.0505639513724, -114.060838435933)",,
NIXX NEIGHBOURHOOD PUB,2418 EDMONTON TR NE,"(51.0740769834342, -114.05588710995)",,
SWISS CHALET #1231,11660 SARCEE TR NW,"(51.1562350774001, -114.159625476601)",,
ROMANTIC NAILS & SPA,#A 11432 BRAESIDE DR SW,"(50.9538528007549, -114.115878251296)",,
DAT MEDIA,#1 4504 1 ST SE,"(51.0132532104486, -114.061650044972)",,
DAILY KING CONVENIENCE STORE,840 5 AV SW,"(51.0491669473663, -114.080507854632)",,
AUSTIN & DENHOLM INDUSTRIAL SALES,5049 74 AV SE,"(50.9868320284839, -113.962198815836)",,
ESSENCE OF SAIGON GARDEN PHO THIEN HUONG,#128 3604 52 AV NW,"(51.1014603140261, -114.138667049167)",,
BOWNESS BOTTLE DEPOT,4627 16 AV NW,"(51.0703826919651, -114.161987464395)",,
THIRSTY TURTLE BAR & GRILL,#30 7337 SIERRA MORENA BV SW,"(51.0154281533496, -114.17522768378)",,
BOSTON PIZZA CHINOOK CENTRE,#232 6455 MACLEOD TR SW,"(50.9979758797472, -114.0738360896)",,
CALGARY CO-OP GAS BAR #06,4940 RICHMOND RD SW,"(51.019058068334, -114.158743864822)",,
CORMODE & DICKSON CONSTRUCTION,#3 3530 11A ST NE,"(51.0841472855635, -114.033531989303)",,
JEANNE'S PIZZA PANTRY,2741 17 AV SW,"(51.0374104293303, -114.12624729262)",,
LAKEVIEW APARTMENTS BUILDING C,5320C LAKEVIEW DR SW,"(51.0076020028697, -114.140060871864)",,
HONG KONG GARDEN RESTAURANT,#126 70 SHAWVILLE BV SE,"(50.9065584054716, -114.065702870307)",,
DYNAMIC SOURCE MANUFACTURING,#117 2765 48 AV NE,"(51.0952114017274, -113.993936155418)",,
FAMILY LEISURE CENTRE,11150 BONAVENTURE DR SE,"(50.9521278598291, -114.058653788937)",,
FLOOREX,3611 9 ST SE,"(51.0225706630721, -114.04126712579)",,
CALGARY TENNIS CLUB (THE),1445 16 ST SW,"(51.0404035278897, -114.101173570127)",,
GRIP TECHNOLOGIES,223 41 AV NE,"(51.089657216146, -114.058414817659)",,
SUBWAY SANDWICHES,#225 150 6 AV SW,"(51.0479979696367, -114.06445927869)",,
SONOMA ON 9TH,#120 801 6 ST SW,"(51.0455229355713, -114.077203539365)",,
LED SOURCE,#4 2625 18 ST NE,"(51.0756785837216, -114.015235573005)",,
SOLO LIQUOR STORE #7,#7 3451 DOUGLASDALE BV SE,"(50.9327765198368, -113.982738866562)",,
ROYER DEVELOPMENTS 2015,11565 44 ST SE,"(50.948175916737, -113.972413527157)",,
FIRST IMPRESSIONS SPORTSWEAR & CRESTING,#105 4950 106 AV SE,"(50.9583576487599, -113.964224688501)",,
A&W,507 17 AV SW,"(51.0376462794365, -114.072002592786)",,
HEARTH & HOME FIREPLACE SPECIALTIES,5740 1A ST SW,"(51.0028810967436, -114.066589183308)",,
SILVER GATE RESTAURANT,#3 2388 CRESTWOOD RD SE,"(50.9913792614392, -114.002853407337)",,
SILVER WING GOLF COURSE,3434 48 AV NE,"(51.0999360457842, -113.988376307744)",,
MINHAS CONVENIENCE STORE,4214B 17 AV SE,"(51.0381512879886, -113.973393980846)",,
SOUTHCENTRE SHELL,10855 BONAVENTURE DR SE,"(50.9549977892409, -114.068555015844)",,
