COMPLEX_NAME,FACILITY_TYPE,TIER,ADDRESS,ORG,TYP_OF_ORG,STEWARD,OPER,LABEL,WEBSITE,PHONE,NOTES,GYM,GYMNAST_FAC,FITNSS_WGHT,FIT_STUDIO,MULTI_PURP_ROOMS,MEET_ROOMS,INDR_POOL,OUTDR_POOL,FW_25M,FW_50M,FW_18M,LANES_POOL,TEACH_POOL,WAVE_POOL,OTHER_POOL,INDR_WAD_POOL,DIVING_TANK,SPRINGBOARD,PLATFORM,DIVE_SLIDE,PLAY_SLIDE,ROPE_SWING,STEAM,HOT_TUB,SAUNA,CLIMB_WALL,TRACK_INDR,OUTDR_WAD_POOL,SPRAY_PARK,ICE_INDR,STAND_ICE,NHL_ICE,OLYMP_ICE,FIG_SKATING,CURL_RNK,CURL_SHEETS,INDR_SURFACE,INDR_TURF,DRY_PAD,RACQFAC_INDR,SQUASH_CRTS,RAQBALL_CRTS,BADMINT_CRTS,TENNIS_CRT,OUTDR_FIELD,ARTF_TURF_OUTDR,DIAM_FAC_OUTDR,TRACK_OUTDR,PUBLIC_GLF,SEMI_PRIV_GLF,HOLE_18,HOLE_9,DRIVERANG_OUTDR,DRIVERANG_INDR,SKI_NORDICTRCK,MUNICPAL_OP,NOTPROFIT_OP,PROFIT_OP,PRIVATE_OP,longitude,latitude,location,,
Bob Bahan Aquatic & Fitness Centre,Aquatic & Fitness Centre,2,4812 14 AV SE,Recreation,Municipal,Recreation,Recreation,Bob Bahan Aquatic & Fitness Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Bob-Bahan.aspx,403-268-2489,"25m pool (6 lane), 1.5m slide & 1m dive tank, hot tub, steam room, fitness/weights, studio",0,N,Y,1,0,0,Y,N,1,0,0,6,N,N,N,N,Y,Y,N,1,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.963961256934,51.0412981508481,"(51.0412981508481, -113.963961256934)",,
Southland Leisure Centre,Leisure Centre - Municipal,,2000 SOUTHLAND DR SW,Recreation,Municipal,Recreation,Recreation,Southland Leisure Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Leisure-centres/Southland.aspx,403-648-6555,"2 ice rinks, wave pool, slides, fitness/weights, racquet ball, squash, gym, climbing wall, gymnastics, hot tub, steam room",2,Y,Y,1,0,0,Y,N,0,0,0,0,N,Y,N,N,N,N,N,0,1,N,Y,Y,N,Y,N,N,N,Y,2,0,0,N,N,0,Y,0,2,Y,3,2,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.108520550688,50.9622887586411,"(50.9622887586411, -114.108520550688)",,
Stu Peppard Arena,Arena,,5320 19 ST SW,Recreation,Municipal,Recreation,Recreation,Stu Peppard Arena,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Stu-Peppard.aspx,403-268-2489,185'x85' ice rink (550 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.103735511953,51.0063869884291,"(51.0063869884291, -114.103735511953)",,
Beltline Aquatic & Fitness Centre,Aquatic & Fitness Centre,1,221 12 AV SW,Recreation,Municipal,Recreation,Recreation,Beltline Aquatic & Fitness Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Beltline.aspx,403-268-2489,"18m (4 lane), sauna, climbing wall, gym, fitness/weight, studio",1,N,Y,1,0,0,Y,N,0,0,1,4,N,N,N,N,N,N,N,0,0,N,N,N,Y,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.066958086159,51.0412405816103,"(51.0412405816103, -114.066958086159)",,
Inglewood Aquatic Centre,Aquatic - Flat Water,1,1525 17 AV SE,Recreation,Municipal,Recreation,Recreation,Inglewood Aquatic Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Inglewood.aspx,403-268-2489,"25m pool (6 lane),  aquatic climbing wall, 2m slide, rope swing",0,N,N,0,0,0,Y,N,1,0,0,6,N,N,N,N,N,N,N,0,1,Y,N,N,N,Y,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.02866184245,51.0374409685699,"(51.0374409685699, -114.02866184245)",,
Foothills Aquatic Centre,Aquatic - Flat Water,1,2424 UNIVERSITY DR NW,Recreation,Municipal,Recreation,Recreation,Foothills Aquatic Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Foothills.aspx,403-268-2489,"25m pool (6 lane), wading pool, dive pool w/ 1.5m slide",0,N,N,0,0,0,Y,N,1,0,0,6,N,N,N,Y,Y,N,N,1,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.125442884227,51.0740997750809,"(51.0740997750809, -114.125442884227)",,
Canyon Meadows Aquatic & Fitness Centre,Aquatic & Fitness Centre,2,89 CANOVA RD SW,Recreation,Municipal,Recreation,Recreation,Canyon Meadows Aquatic & Fitness Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Canyon-Meadows.aspx,403-268-2489,"25m pool (6 lane), 1m dive tank & 1.5m slide, hot tub, steam room, fitness/weights, studio",0,N,Y,1,0,0,Y,N,1,0,0,6,N,N,N,N,Y,N,N,1,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.089515751003,50.9484029214909,"(50.9484029214909, -114.089515751003)",,
Renfrew Aquatic & Recreation Centre,Aquatic & Recreation Centre,2,810 13 AV NE,Recreation,Municipal,Recreation,Recreation,Renfrew Aquatic & Recreation Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Renfrew.aspx,403-268-2489,"25m pool (6 lane), dive pool w/ 1m board, hot tub, steam room, fitness/weight",0,N,Y,0,0,0,Y,N,1,0,0,6,N,N,N,N,Y,Y,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.045472562524,51.0645569031819,"(51.0645569031819, -114.045472562524)",,
Acadia Aquatic & Fitness Centre,Aquatic & Fitness Centre,1,9009 FAIRMOUNT DR SE,Recreation,Municipal,Recreation,Recreation,Acadia Aquatic & Fitness Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Acadia.aspx,403-268-2489,"25m pool (6 lane), 2-2m slides, rope swing, fitness/weight, multi-purpose room",0,N,Y,0,1,0,Y,N,1,0,0,6,N,N,N,N,N,N,N,0,1,Y,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.060157838762,50.9734774879604,"(50.9734774879604, -114.060157838762)",,
Sir Winston Churchill Aquatic & Rec Ctr,Aquatic & Recreation Centre,2,1520 NORTHMOUNT DR NW,Recreation,Municipal,Recreation,Recreation,Sir Winston Churchill Aquatic & Recreation Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Sir-Winston-Churchill.aspx,403-268-2489,"25m pool (6 lane), hot tub, steam room, weight room",0,N,Y,0,0,0,Y,N,1,0,0,6,N,N,N,N,N,N,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.137918172675,51.0968837980896,"(51.0968837980896, -114.137918172675)",,
Thornhill Aquatic & Recreation Centre,Aquatic & Recreation Centre,2,6715 CENTRE ST NW,Recreation,Municipal,Recreation,Recreation,Thornhill Aquatic & Recreation Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Thornhill.aspx,403-268-2489,"25m pool (6 lane), 1m dive tank, hot tub, steam room, fitness/weights, fitness studio/multi-purpose room",0,N,Y,1,1,0,Y,N,1,0,0,6,N,N,N,N,Y,Y,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.065290019646,51.1125702714431,"(51.1125702714431, -114.065290019646)",,
Village Square Leisure Centre,Leisure Centre - Municipal,,2623 56 ST NE,Recreation,Municipal,Recreation,Recreation,Village Square Leisure Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Leisure-centres/Village-Square.aspx,403-366-3900,"2 ice rinks, wave pool, slides, dive tank, hot tub, steam room, Splash Zone, gym, weight room, dance studio, fitness rooms",1,N,Y,2,0,2,Y,N,0,0,0,0,N,Y,N,N,Y,Y,N,0,3,Y,Y,Y,N,N,N,N,N,Y,2,0,0,N,N,0,Y,0,2,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.954437449996,51.0760141056374,"(51.0760141056374, -113.954437449996)",,
Glenmore Aquatic Centre,Aquatic - Flat Water,1,5330 19 ST SW,Recreation,Municipal,Recreation,Recreation,Glenmore Aquatic Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Glenmore.aspx,403-268-2489,"25m pool (6 lane), 1m dive tank & 2m slide dive, hot tub, multi-purpose room",0,N,N,0,1,0,Y,N,1,0,0,6,N,N,N,N,Y,Y,N,1,0,N,N,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.105411484525,51.0062350028935,"(51.0062350028935, -114.105411484525)",,
Killarney Aquatic & Recreation Centre,Aquatic & Recreation Centre,2,1919 29 ST SW,Recreation,Municipal,Recreation,Recreation,Killarney Aquatic & Recreation Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Killarney.aspx,403-268-2489,"25m pool (6 lane), teach pool, 1m dive tank, hot tub, steam room, fitness/weights, fitness studio, multi-purpose room",0,N,Y,0,1,0,Y,N,1,0,0,6,Y,N,N,N,Y,Y,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.130294632021,51.037363684198,"(51.037363684198, -114.130294632021)",,
Repsol Sport Centre,Leisure Centre,,2225 MACLEOD TR SE,Civic Partner,Not-for-Profit,Recreation,Lindsay Park Sports Society,Repsol Sport Centre,http://www.repsolsportcentre.com/,403-233-8393,"2 - 50m pools, teach pool, dive tank, 5 gyms, track, fitness/weights, 2 fitness studios, racquetball, badminton, hot tub, stream room",5,N,Y,5,0,0,Y,N,0,2,0,8,Y,N,N,N,Y,Y,Y,0,0,N,Y,Y,N,N,Y,N,N,N,0,0,0,N,N,0,N,0,0,Y,0,0,10,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.063344262124,51.0345768477997,"(51.0345768477997, -114.063344262124)",,
Deer Run Skatespot,Skate Park,,2223 146 AV SE,Parks,Municipal,Parks,Parks,Deer Run Skatespot,https://www.calgary.ca/CSPS/Recreation/Pages/Skateparks/Home.aspx?redirect=/skateparks,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.007747041228,50.9222337155549,"(50.9222337155549, -114.007747041228)",,
Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,RRC,Not-for-Profit,Parks,North East Centre of Community Society,Genesis Centre of Community Wellness,http://www.genesis-centre.ca/,403-590-2833,"2 field houses (1 dry pad), gym, 2 multi-purpose rooms, soccer pitches",4,N,N,0,2,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,Y,0,2,N,0,0,0,0,Y,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.949281227686,51.1206773746699,"(51.1206773746699, -113.949281227686)",,
Shawnessy YMCA,Aquatic & Fitness Centre,,#400 333 SHAWVILLE BV SE,RRC,Not-for-Profit,Parks,Shawnessy YMCA,Shawnessy YMCA,http://www.ymcacalgary.org/program-descriptions/locations/shawnessy/,403-256-5533,"Pool, teach pool, fitness/weights, gym, running track, fitness studio, multi-purpose room, climbing wall, hot tub, steam rooms",1,N,Y,1,1,0,Y,N,1,0,0,6,Y,N,N,N,N,N,N,0,0,N,Y,Y,N,Y,Y,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.064552019017,50.8981140701689,"(50.8981140701689, -114.064552019017)",,
Trico Centre for Family Wellness,Leisure Centre,,11150 BONAVENTURE DR SE,RRC,Not-for-Profit,Parks,Family Leisure Center Assoc. of SE,Trico Centre for Family Wellness,http://www.tricocentre.ca/,403-278-7542,"2 ice rinks, running track, fitness/weights, gym, 3 fitness studios, hot tub, steam room, wave pool, meeting rooms",1,N,Y,2,5,6,Y,N,0,0,0,0,N,Y,N,N,N,N,N,0,0,N,Y,Y,N,N,Y,N,N,Y,0,2,0,N,N,0,N,0,0,N,0,0,0,0,N,0,Y,N,N,N,N,N,N,N,N,N,Y,N,N,-114.058946531891,50.9522460637359,"(50.9522460637359, -114.058946531891)",,
Westside Recreation Centre,Leisure Centre,,2000 69 ST SW,RRC,Not-for-Profit,Recreation,Westside Regional Recreation Society,Westside Recreation Centre,http://www.westsiderec.com/,403-531-5875,"Ice rink, waterslide, lazy river, tot pool, slide, climbing wall, fitness/weights, fitness studio, track, 2 gyms, hot tub, water slide, steam room, wave pool",3,N,Y,5,0,0,Y,N,1,0,0,4,N,Y,N,Y,N,N,N,0,1,N,Y,Y,N,Y,Y,N,N,Y,0,1,0,N,N,0,N,0,0,N,0,0,2,0,Y,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.185565556987,51.0357133960991,"(51.0357133960991, -114.185565556987)",,
Vivo for Healthier Generations,Leisure Centre,,11950 COUNTRY VILLAGE LI NE,RRC,Not-for-Profit,Corporate Properties,Nose Creek Sports & Rec Association,Vivo for Healthier Generations,http://www.vivo.ca,403-532-1013,"2 ice rinks, 2 - 25m pools, tots pool, fitness/weights, 3 gyms, badminton, climbing wall, multi-purpose room, steam room, hot tub",3,N,Y,0,0,1,Y,N,1,0,0,2,N,N,N,Y,N,N,N,0,0,N,Y,Y,N,Y,N,N,N,Y,0,2,0,N,N,0,N,0,0,Y,0,0,3,0,Y,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.065547132538,51.159518986803,"(51.159518986803, -114.065547132538)",,
Saddletowne YMCA,Aquatic & Fitness Centre,,7556 FALCONRIDGE BV NE,RRC,Not-for-Profit,Parks,Saddletowne YMCA,Saddletowne YMCA,http://www.ymcacalgary.org/program-descriptions/locations/saddletowne/,403-237-2393,"25m pool, teach pool, fitness/weights, track, gym, climbing wall, 2 fitness studios, hot tub, steam rooms",1,N,Y,2,0,0,Y,N,1,0,0,6,Y,N,N,N,N,N,N,0,0,N,Y,Y,N,Y,Y,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.947845790078,51.1203134774108,"(51.1203134774108, -113.947845790078)",,
Mid-Sun Skatespot,Skate Park,,50 MIDPARK RI SE,Parks,Municipal,Parks,Parks,Mid-Sun Skatespot,https://www.calgary.ca/CSPS/Recreation/Pages/Skateparks/Home.aspx?redirect=/skateparks,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.056626428036,50.9146001976506,"(50.9146001976506, -114.056626428036)",,
Cardel Rec South,Leisure Centre,,#101 333 SHAWVILLE BV SE,RRC,Not-for-Profit,Parks,South Fish Creek Rec Association,Cardel Rec South,http://www.sfcra.com/,403-201-8652,"4 ice rinks, gymnasium, 3 multi-purpose meeting rooms, Shawnessy YMCA",1,N,N,0,3,3,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,4,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.063667875721,50.8970182972339,"(50.8970182972339, -114.063667875721)",,
Gray Family Eau Claire YMCA,Aquatic & Fitness Centre,,101 3 ST SW,RRC,Not-for-Profit,Eau Claire YMCA,Eau Claire YMCA,Gray Family Eau Claire YMCA,http://www.ymcacalgary.org/program-descriptions/locations/eau-claire/,403-269-6701,"25m pool, training pool, fitness/weights, track, gym, squash courts, 2 fitness studios, steam rooms, hot tubs",1,N,Y,2,1,0,Y,N,1,0,0,6,Y,N,N,N,N,N,N,0,0,N,Y,Y,N,Y,Y,N,N,N,0,0,0,N,N,0,N,0,0,Y,4,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.070815982779,51.052765602443,"(51.052765602443, -114.070815982779)",,
Remington YMCA in Quarry Park,Aquatic & Fitness Centre,,108 QUARRY PARK RD SE,RRC,Not-for-Profit,Recreation,Remington YMCA,Remington YMCA in Quarry Park,https://www.ymcacalgary.org/program-descriptions/locations/quarry-park/,403-351-6678,,1,N,Y,1,2,0,Y,N,1,0,0,6,N,N,N,N,N,N,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,-114.006091749531,50.9617471769241,"(50.9617471769241, -114.006091749531)",,
Highwood Outdoor & Wading Pool,Outdoor Pool,,20 HARLOW AV NW,Private,Not-for-Profit,Recreation,COSPA,Highwood Outdoor & Wading Pool,https://www.calgaryoutdoorpools.ca/calgary-outdoor-swimming-pools/highwood-outdoor-pool,403-221-3574,"25m pool (6 lane), wading pool",0,N,N,0,0,0,N,Y,1,0,0,6,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,Y,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.077889520475,51.092148339422,"(51.092148339422, -114.077889520475)",,
South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Private,Not-for-Profit,Recreation,COSPA,South Calgary Outdoor Pool,https://www.calgaryoutdoorpools.ca/calgary-outdoor-swimming-pools/south-calgary-outdoor-pool,403-221-3513,23m pool (6 lane),0,N,N,0,0,0,N,Y,1,0,0,6,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.098870070673,51.0252503710515,"(51.0252503710515, -114.098870070673)",,
Forest Lawn Outdoor Pool,Outdoor Pool,,1706 39 ST SE,Private,Not-for-Profit,Recreation,COSPA,Forest Lawn Outdoor Pool,https://www.calgaryoutdoorpools.ca/calgary-outdoor-swimming-pools/forest-lawn-outdoor-pool,403-221-3573,"25m pool (8 lane), wading pool, spray park",0,N,N,0,0,0,N,Y,1,0,0,8,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,Y,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-113.976380168586,51.0387545682927,"(51.0387545682927, -113.976380168586)",,
Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Private,Not-for-Profit,Recreation,COSPA,Mount Pleasant Outdoor Pool,https://www.calgaryoutdoorpools.ca/calgary-outdoor-swimming-pools/mount-pleasant-outdoor-pool,403-221-4288,Free form pool,0,N,N,0,0,0,N,Y,0,0,0,0,N,N,Y,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.075564821722,51.0728644590098,"(51.0728644590098, -114.075564821722)",,
Millican-Ogden Outdoor Pool,Outdoor Pool,,6901 20A ST SE,Private,Not-for-Profit,Recreation,COSPA,Millican-Ogden Outdoor Pool,https://www.calgaryoutdoorpools.ca/calgary-outdoor-swimming-pools/millican-ogden-outdoor-pool,403-221-3598,25m pool (8 lane),0,N,N,0,0,0,N,Y,1,0,0,8,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.011820594465,50.9912301568819,"(50.9912301568819, -114.011820594465)",,
Stanley Park Outdoor & Wading Pool,Outdoor Pool,,4011 1A ST SW,Private,Not-for-Profit,Recreation,COSPA,Stanley Park Outdoor & Wading Pool,https://www.calgaryoutdoorpools.ca/calgary-outdoor-swimming-pools/stanley-park-outdoor-pool,403-221-3577,"25m pool (8 lane), wading pool, spray park",0,N,N,0,0,0,N,Y,1,0,0,8,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,Y,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.069297410515,51.0172058657435,"(51.0172058657435, -114.069297410515)",,
Silver Springs Outdoor Pool,Outdoor Pool,,5720 SILVER RIDGE DR NW,CA,Recreation,Recreation,Silver Springs CA,Silver Springs Outdoor Pool,http://sscacalgary.weebly.com/pool.html,403-288-2616,Outdoor pool,0,N,N,0,0,0,N,Y,1,0,0,6,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.192341289565,51.1040438849087,"(51.1040438849087, -114.192341289565)",,
Bowview Outdoor Pool,Outdoor Pool,,1910 6 AV NW,Private,Not-for-Profit,Recreation,COSPA,Bowview Outdoor Pool,https://www.calgaryoutdoorpools.ca/calgary-outdoor-swimming-pools/bowview-outdoor-pool,403-221-3571,"25m pool (6 lane), wading pool",0,N,N,0,0,0,N,Y,1,0,0,6,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,Y,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.102969780169,51.0579702722884,"(51.0579702722884, -114.102969780169)",,
Bowness Park Wading Pool,Outdoor Wading Pool,,8900 48 AV NW,Parks,Municipal,Parks,Parks,Bowness Park Wading Pool,https://www.calgary.ca/CSPS/Parks/Pages/Locations/NW-parks/Bowness-Park.aspx,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,Y,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.211582222855,51.0972445752977,"(51.0972445752977, -114.211582222855)",,
Village Square Arena #2,Arena,,2623 56 ST NE,Recreation,Municipal,Recreation,Recreation,Village Square Arenas,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Village-Square.aspx,403-268-2489,185'x85' ice rink,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.954907552614,51.0754860584727,"(51.0754860584727, -113.954907552614)",,
Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,RRC,Not-for-Profit,Corporate Properties,Vecova Centre for Disability Services and Research,Vecova Centre for Disability Services and Research,https://vecova.ca/social-enterprise/recreation-centre/,403-284-2231,"Salt-water pool, gym, 3 studios, 3 multi-purpose rooms",1,N,N,3,3,0,Y,N,0,0,0,0,N,N,Y,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.132557206528,51.0822075816673,"(51.0822075816673, -114.132557206528)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
